unique id,submission type,timestamp,citizenship,residence,gender,degrees held,occupation,career experience,academic field,area of interest,event participation,skills,how heard
31425155,submitted,7/11/16 12:58,Indonesia,Indonesia,female,none,undergraduate student,0-1 years,Social Sciences - Political Science,open_education,openeducationweek,"blogging, comms, community, socialmedia, fudraising, other, 'Documentation;",other: Line - Social Media
14867051,submitted,7/11/16 12:58,Nigeria,Sweden,male,"bachelors, masters, other postgraduate","phd candidate, researcher",1-5 years,Natural Sciences - Computer and information sciences,open_education,"openeducationweek, opendataday","blogging, research, software, other, 'Mentoring, Teaching, etc.","facebook, friend"
68783626,submitted,7/11/16 12:58,Uganda,Uganda,male,none,"undergraduate student, researcher",0-1 years,Social Sciences - Economics and business,open_research,none,"other, 'innovation and invention",facebook
65224023,submitted,7/11/16 12:58,Nigeria,Nigeria,male,none,undergraduate student,0-1 years,Engineering/Technology - Mechanical engineering,open_education,none,"socialmedia, volunteers",friend
54565880,submitted,7/11/16 12:59,Canada,Canada,male,none,"graduate-professional student, researcher",0-1 years,Medicine/Health Sciences - Health sciences,open_access,"openaccessweek, openeducationweek, opendataday","advocacy, blogging, comms, community, socialmedia, fudraising, events, volunteers, graphics, video, research","friend, organization"
27329922,submitted,7/11/16 12:59,South Africa,South Africa,male,other certification,"undergraduate student, researcher, government",1-5 years,Social Sciences - Political Science,open_government,openaccessweek,"advocacy, blogging, comms, community, socialmedia, volunteers, research","mailinglist, friend, organization"
76529350,submitted,7/11/16 13:00,South Africa,South Africa,male,bachelors,"researcher, government, nonprofit",6-10 years,"Humanities - Art (arts, history of arts, performing arts, music)",open_education,"openaccessweek, openeducationweek","advocacy, blogging, comms, community, socialmedia, fudraising, events, volunteers, other, 'Teaching and Training, Presentation, and Workshop faicilitation, Team Building",organization
38017675,submitted,7/11/16 13:01,Kyrgyzstan,Kyrgyzstan,female,"masters, professional","researcher, nonprofit",6-10 years,"Agricultural Sciences - Agriculture, forestry, and fisheries",open_science,none,"advocacy, comms, community, socialmedia, fudraising, events, volunteers, graphics, video, research, other, 'SPSS Statistic, Rurak Invest(FAO soft)","mailinglist, friend"
52871969,submitted,7/11/16 13:02,Ghana,Ghana,male,"bachelors, other professional",nonprofit,1-5 years,"Agricultural Sciences - Agriculture, forestry, and fisheries",open_access,"openaccessweek, opendataday","advocacy, comms, fudraising, volunteers, software",blogpost
27103223,submitted,7/11/16 13:02,Moldova,Netherlands,female,none,undergraduate student,0-1 years,Engineering/Technology - Other engineering and technologies,open_education,none,"community, events, volunteers",other: #DIEZ
98881137,submitted,7/11/16 13:03,Kenya,Kenya,male,bachelors,undergraduate student,0-1 years,Natural Sciences - Physical sciences,open_education,"openaccessweek, openeducationweek, opendataday","advocacy, blogging, comms, community, software",friend
78691836,submitted,7/11/16 13:04,Nigeria,Nigeria,male,"bachelors, masters, phd","postdoc, researcher",6-10 years,Agricultural Sciences - Other agricultural sciences,open_research,"openaccessweek, openeducationweek, opendataday","comms, community, socialmedia, fudraising",friend
24861059,submitted,7/11/16 13:04,Burundi,Burundi,male,bachelors,nonprofit,1-5 years,Social Sciences - Other social sciences,open_education,none,"advocacy, events",friend
52741883,submitted,7/11/16 13:04,Indonesia,Indonesia,male,none,"undergraduate student, researcher, businessperson",1-5 years,Engineering/Technology - Mechanical engineering,open_research,openeducationweek,"community, fudraising, events, volunteers, research","friend, organization"
71163495,submitted,7/11/16 13:05,Kenya,Kenya,male,other certification,"undergraduate student, developer",0-1 years,Natural Sciences - Computer and information sciences,open_access,openaccessweek,"blogging, socialmedia, graphics, video, software","mailinglist, friend"
25682137,submitted,7/11/16 13:05,Ethiopia,Ethiopia,male,other certification,undergraduate student,1-5 years,"Engineering/Technology - Electrical engineering, electronic engineering, information engineering",open_source,openeducationweek,"volunteers, other, 'help desk assistant",friend
16323741,submitted,7/11/16 13:06,Nigeria,Nigeria,female,bachelors,graduate-professonal student,1-5 years,Social Sciences - Economics and business,open_access,openeducationweek,"comms, volunteers",websearch
99194147,submitted,7/11/16 13:06,Uganda,Uganda,female,bachelors,"undergraduate student, nonprofit",1-5 years,Social Sciences - Economics and business,open_access,"openaccessweek, openeducationweek, opendataday","socialmedia, events",other: KIZZA VICENT
54865047,submitted,7/11/16 13:07,Gambia,Gambia,male,other certification,developer,0-1 years,"Engineering/Technology - Electrical engineering, electronic engineering, information engineering",open_science,openaccessweek,research,organization
62606388,submitted,7/11/16 13:07,Burundi,Burundi,male,other certification,undergraduate student,0-1 years,Social Sciences - Media and communications,open_education,openeducationweek,"comms, socialmedia, fudraising",friend
16591272,submitted,7/11/16 13:08,France,France,female,bachelors,graduate-professonal student,0-1 years,Social Sciences - Psychology,open_science,none,"(None, None)",twitter
68857112,submitted,7/11/16 13:09,India,Switzerland,male,masters,phd candidate,1-5 years,Social Sciences - Media and communications,open_science,openeducationweek,"blogging, comms, community, socialmedia, events, video",other: Participated in OpenCon 2015. :)
23712373,submitted,7/11/16 13:09,Nigeria,Nigeria,male,bachelors,undergraduate student,0-1 years,Medicine/Health Sciences - Health sciences,open_education,openeducationweek,"other, 'I work as a leader in a church",friend
82610746,submitted,7/11/16 13:10,Philippines,Philippines,female,bachelors,"researcher, nonprofit, philanthropist",0-1 years,"Agricultural Sciences - Agriculture, forestry, and fisheries",open_science,none,"advocacy, blogging, comms, community, socialmedia, fudraising, events, volunteers, research",facebook
84609041,submitted,7/11/16 13:11,Haiti,Haiti,female,bachelors,undergraduate student,0-1 years,Social Sciences - Sociology,open_science,openeducationweek,advocacy,friend
80085830,submitted,7/11/16 13:12,Nigeria,Nigeria,male,bachelors,medical professional,1-5 years,Medicine/Health Sciences - Other medical sciences,open_science,"openaccessweek, openeducationweek",comms,websearch
48171595,submitted,7/11/16 13:12,Gambia,Gambia,male,other certification,government,1-5 years,Engineering/Technology - Mechanical engineering,open_science,none,"comms, fudraising, events, volunteers",websearch
86360497,submitted,7/11/16 13:13,Nigeria,Nigeria,female,bachelors,researcher,1-5 years,Social Sciences - Social and economic geography,open_research,"openaccessweek, opendataday","blogging, events",friend
82196127,final at deadline,7/11/16 13:13,United States of America,United States of America,male,bachelors,graduate-professonal student,0-1 years,Medicine/Health Sciences - Basic medicine,open_science,none,,friend
18580825,final at deadline,7/11/16 13:14,Nigeria,Nigeria,female,bachelors,graduate-professonal student,6-10 years,Engineering/Technology - Other engineering and technologies,open_access,none,events,websearch
65679862,submitted,7/11/16 13:15,Somalia,Kenya,no answer,"bachelors, other professional","undergraduate student, nonprofit, journalist",1-5 years,Social Sciences - Economics and business,open_science,"openaccessweek, openeducationweek","advocacy, blogging, comms, community, volunteers, research","websearch, friend"
50300551,submitted,7/11/16 13:16,Kenya,Malaysia,male,bachelors,undergraduate student,1-5 years,Natural Sciences - Computer and information sciences,open_research,"openaccessweek, openeducationweek, opendataday","comms, community, socialmedia, fudraising, events, volunteers, video, research, software","websearch, mailinglist"
55199579,submitted,7/11/16 13:18,Nigeria,Nigeria,male,none,"undergraduate student, businessperson",0-1 years,"Humanities - Art (arts, history of arts, performing arts, music)",open_education,openeducationweek,"advocacy, blogging, comms, socialmedia, fudraising, events, research, other, 'Project Managment",friend
11951240,submitted,7/11/16 13:18,Kenya,Kenya,male,masters,librarian,16+ years,Humanities - Other humanities,open_access,openaccessweek,"advocacy, events",friend
45334905,submitted,7/11/16 13:19,Philippines,Philippines,male,none,"undergraduate student, researcher",0-1 years,Engineering/Technology - Chemical engineering,open_science,none,"advocacy, blogging, socialmedia, volunteers, video","facebook, friend"
94932159,submitted,7/11/16 13:19,Palestinian Territories,Palestinian Territories,female,bachelors,graduate-professonal student,6-10 years,Humanities - History and archaeology,open_research,"openaccessweek, openeducationweek, opendataday","advocacy, blogging, comms, community, socialmedia, events, volunteers, graphics, research",facebook
90605776,submitted,7/11/16 13:22,Morocco,Morocco,female,"masters, other professional","phd candidate, educator",1-5 years,Social Sciences - Media and communications,open_research,openeducationweek,research,facebook
64966761,submitted,7/11/16 13:22,Ghana,Ghana,male,masters,librarian,6-10 years,Humanities - Other humanities,open_access,none,"blogging, socialmedia, research",mailinglist
39097776,submitted,7/11/16 13:23,Nigeria,Nigeria,female,"bachelors, masters, other professional","educator, businessperson",16+ years,None of these describe my field of study,open_education,openeducationweek,"community, events, volunteers",friend
55564930,submitted,7/11/16 13:23,Cameroon,Cameroon,male,masters,phd candidate,0-1 years,None of these describe my field of study,open_research,none,graphics,friend
91401934,submitted,7/11/16 13:24,Nigeria,Nigeria,female,"bachelors, other professional","undergraduate student, researcher",1-5 years,Medicine/Health Sciences - Other medical sciences,open_source,openeducationweek,"community, fudraising, events",friend
17364990,submitted,7/11/16 13:25,Iran,United States of America,female,phd,postdoc,11-15 years,Engineering/Technology - Nano-technology,open_science,opendataday,"other, 'Simulation",friend
75419845,submitted,7/11/16 13:25,Kenya,Kenya,female,bachelors,"graduate-professional student, researcher",1-5 years,Engineering/Technology - Mechanical engineering,open_science,openaccessweek,"other, 'None from the list",organization
39443678,submitted,7/11/16 13:25,Kenya,Kenya,male,bachelors,undergraduate student,0-1 years,Engineering/Technology - Other engineering and technologies,open_source,"openaccessweek, openeducationweek, opendataday","blogging, community, socialmedia, fudraising, events, volunteers, software","blogpost, friend"
74208960,submitted,7/11/16 13:26,Nigeria,Nigeria,male,bachelors,businessperson,1-5 years,"Engineering/Technology - Electrical engineering, electronic engineering, information engineering",open_education,openeducationweek,comms,friend
28637902,submitted,7/11/16 13:26,Uganda,Uganda,female,bachelors,librarian,16+ years,None of these describe my field of study,open_access,openaccessweek,"socialmedia, research","facebook, friend"
28693844,submitted,7/11/16 13:26,Pakistan,Pakistan,female,masters,graduate-professonal student,0-1 years,Natural Sciences - Earth and related environmental sciences,open_research,none,"other, 'research techniques",other: sister
17616082,submitted,7/11/16 13:27,Kenya,Kenya,female,"bachelors, masters, other postgraduate, other professional","phd candidate, educator, researcher",11-15 years,Natural Sciences - Computer and information sciences,open_government,opendataday,"research, software",friend
66437533,submitted,7/11/16 13:28,Kenya,Kenya,male,"bachelors, masters","phd candidate, lawyer, businessperson",6-10 years,Social Sciences - Law,open_access,"openaccessweek, openeducationweek, opendataday","advocacy, community, research",friend
49021061,submitted,7/11/16 13:28,Botswana,Botswana,female,"masters, other postgraduate","educator, researcher",6-10 years,Engineering/Technology - Other engineering and technologies,open_education,"openaccessweek, openeducationweek","comms, events, volunteers, software",organization
74575080,submitted,7/11/16 13:28,Liberia,Liberia,male,"bachelors, masters","graduate-professional student, government",6-10 years,Social Sciences - Economics and business,open_research,"openaccessweek, openeducationweek, opendataday","advocacy, community, socialmedia",friend
72818910,submitted,7/11/16 13:29,Nigeria,Nigeria,male,masters,educator,1-5 years,Social Sciences - Political Science,open_research,openaccessweek,volunteers,friend
94937608,submitted,7/11/16 13:29,Nigeria,Nigeria,male,"bachelors, masters, other professional","phd candidate, government",1-5 years,Natural Sciences - Biological sciences,open_science,"openaccessweek, openeducationweek, opendataday","advocacy, community, socialmedia, events, volunteers, research",friend
97272657,submitted,7/11/16 13:29,Pakistan,Pakistan,female,other degree,"graduate-professional student, government",1-5 years,Engineering/Technology - Nano-technology,open_science,"openaccessweek, openeducationweek, opendataday",research,websearch
62974308,submitted,7/11/16 13:29,Nigeria,Nigeria,male,bachelors,other,1-5 years,None of these describe my field of study,open_education,"openaccessweek, openeducationweek, opendataday","blogging, comms, fudraising, volunteers, other, 'Financial Services",websearch
22367214,submitted,7/11/16 13:30,Kenya,Kenya,male,bachelors,librarian,1-5 years,None of these describe my field of study,open_access,none,research,"mailinglist, friend"
97602925,submitted,7/11/16 13:30,Algeria,Algeria,male,none,undergraduate student,0-1 years,"Engineering/Technology - Electrical engineering, electronic engineering, information engineering",open_government,none,"volunteers, research, software","facebook, other: A friend told me about it on Facebook."
53598493,submitted,7/11/16 13:30,Nigeria,Nigeria,female,bachelors,graduate-professonal student,1-5 years,Social Sciences - Economics and business,open_education,openeducationweek,"fudraising, events, volunteers, research, other, 'Multitasking",friend
55033618,submitted,7/11/16 13:30,Mozambique,Mozambique,female,none,undergraduate student,0-1 years,Social Sciences - Political Science,open_education,openaccessweek,"advocacy, community, events, volunteers",friend
15768512,submitted,7/11/16 13:30,Nigeria,Nigeria,male,bachelors,undergraduate student,0-1 years,Social Sciences - Economics and business,open_government,openeducationweek,"comms, community, fudraising",friend
77020223,submitted,7/11/16 13:32,Morocco,Morocco,male,masters,"nonprofit, journalist, businessperson",6-10 years,"Humanities - Art (arts, history of arts, performing arts, music)",open_education,none,"advocacy, blogging, comms, community, socialmedia, fudraising, events, volunteers, graphics",blogpost
11668551,submitted,7/11/16 13:32,Pakistan,Pakistan,female,bachelors,graduate-professonal student,0-1 years,Social Sciences - Media and communications,open_education,none,comms,friend
79156444,submitted,7/11/16 13:33,Nigeria,Ghana,female,masters,nonprofit,6-10 years,Social Sciences - Law,open_government,none,"advocacy, comms, community, socialmedia",friend
81559308,submitted,7/11/16 13:33,"Congo, Democratic Republic of the",France,male,"bachelors, masters",graduate-professonal student,1-5 years,"Engineering/Technology - Electrical engineering, electronic engineering, information engineering",open_education,none,"events, software, other, 'Optimisation and operational research",friend
11668815,submitted,7/11/16 13:33,Burundi,Rwanda,female,bachelors,medical professional,1-5 years,Medicine/Health Sciences - Clinical medicine,open_science,none,advocacy,friend
63383728,final at deadline,7/11/16 13:33,India,India,male,phd,educator,16+ years,Agricultural Sciences - Animal and dairy science,open_science,none,community,mailinglist
72352407,submitted,7/11/16 13:34,Lebanon,Lebanon,female,none,undergraduate student,0-1 years,"Humanities - Art (arts, history of arts, performing arts, music)",open_education,none,"comms, video",friend
37735043,submitted,7/11/16 13:34,Philippines,Philippines,male,bachelors,"researcher, government",1-5 years,"Humanities - Art (arts, history of arts, performing arts, music)",open_government,"openeducationweek, opendataday","blogging, community, graphics","twitter, friend, organization"
62949214,submitted,7/11/16 13:34,Guinea,Guinea,male,other certification,businessperson,1-5 years,Social Sciences - Economics and business,open_education,openeducationweek,"events, volunteers",friend
39404713,submitted,7/11/16 13:36,United States of America,United States of America,male,"bachelors, masters",educator,1-5 years,Social Sciences - Media and communications,open_education,"openaccessweek, openeducationweek, opendataday","advocacy, comms, volunteers",friend
15794860,submitted,7/11/16 13:36,Nigeria,Nigeria,male,"bachelors, masters, phd",educator,1-5 years,Natural Sciences - Chemical sciences,open_access,openaccessweek,"advocacy, community, events",friend
20603632,submitted,7/11/16 13:37,Bangladesh,Bangladesh,male,bachelors,"journalist, businessperson",1-5 years,"Engineering/Technology - Electrical engineering, electronic engineering, information engineering",open_education,openeducationweek,"blogging, comms, socialmedia, events, research, other, 'Research on Automobile","facebook, friend"
57258362,submitted,7/11/16 13:37,Nigeria,Nigeria,male,bachelors,"nonprofit, journalist, businessperson",1-5 years,Engineering/Technology - Mechanical engineering,open_education,openeducationweek,"advocacy, blogging, socialmedia, volunteers",blogpost
90004517,submitted,7/11/16 13:37,United States of America,United States of America,female,masters,phd candidate,0-1 years,Social Sciences - Political Science,open_research,"openaccessweek, openeducationweek, opendataday","fudraising, events, volunteers",other: The Graduate College at the University of Illinois at Urbana-Champaign
57759844,submitted,7/11/16 13:38,United States of America,United States of America,male,"bachelors, masters",businessperson,6-10 years,Natural Sciences - Computer and information sciences,open_government,opendataday,"socialmedia, fudraising, events, volunteers",other: Nicole Allen - OPEN Summit
23442526,submitted,7/11/16 13:39,Cameroon,Cameroon,female,bachelors,"researcher, nonprofit, businessperson",1-5 years,Social Sciences - Economics and business,open_education,"openaccessweek, openeducationweek","advocacy, comms, community, socialmedia, volunteers, research","friend, organization"
39846607,submitted,7/11/16 13:39,United Kingdom,United Kingdom,male,"bachelors, other professional","librarian, nonacademic staff, developer",1-5 years,Natural Sciences - Computer and information sciences,open_access,openaccessweek,"advocacy, blogging, comms, community, socialmedia, graphics, video, research, software","websearch, twitter, facebook, blogpost, friend, organization"
48397798,submitted,7/11/16 13:40,South Africa,South Africa,female,"bachelors, masters","researcher, government",6-10 years,Social Sciences - Economics and business,open_research,none,"events, research",friend
10789806,submitted,7/11/16 13:42,Egypt,Saudi Arabia,male,masters,"phd candidate, researcher",0-1 years,"Engineering/Technology - Electrical engineering, electronic engineering, information engineering",open_science,"openaccessweek, openeducationweek, opendataday","comms, socialmedia, fudraising, volunteers, video, research",websearch
99368485,submitted,7/11/16 13:42,Jordan,Jordan,male,bachelors,"graduate-professional student, nonprofit, developer",1-5 years,"Engineering/Technology - Electrical engineering, electronic engineering, information engineering",open_education,none,"advocacy, blogging, comms, community, socialmedia, events, volunteers, research, software",friend
39258506,submitted,7/11/16 13:43,Nigeria,Nigeria,female,"bachelors, other professional","researcher, nonprofit",1-5 years,None of these describe my field of study,open_government,opendataday,"advocacy, blogging, comms, community, socialmedia, events, research","twitter, friend"
17882696,submitted,7/11/16 13:43,Pakistan,Pakistan,male,bachelors,graduate-professonal student,1-5 years,Engineering/Technology - Civil engineering,open_research,opendataday,"comms, socialmedia, fudraising, volunteers",friend
30659340,submitted,7/11/16 13:44,Nigeria,Nigeria,male,bachelors,medical professional,1-5 years,Medicine/Health Sciences - Basic medicine,open_science,none,research,friend
89768691,submitted,7/11/16 13:44,Cameroon,Cameroon,male,phd,"postdoc, educator, researcher",6-10 years,Social Sciences - Economics and business,open_education,"openaccessweek, openeducationweek, opendataday",comms,"websearch, mailinglist, friend"
36645856,submitted,7/11/16 13:44,Kenya,Kenya,male,masters,"educator, researcher, lawyer",1-5 years,Social Sciences - Law,open_research,"openaccessweek, openeducationweek, opendataday","advocacy, blogging, community, socialmedia, fudraising, events, volunteers, research",facebook
93097994,submitted,7/11/16 13:45,Kenya,Kenya,male,other certification,nonprofit,1-5 years,"Humanities - Philosophy, ethics and religion",open_education,openeducationweek,"community, events, volunteers",friend
43846070,submitted,7/11/16 13:45,Azerbaijan,Azerbaijan,female,bachelors,educator,1-5 years,Humanities - Languages and literature,open_education,none,"blogging, comms, fudraising, events, volunteers",websearch
26070554,submitted,7/11/16 13:46,Nigeria,Nigeria,female,"bachelors, masters","journalist, lawyer, businessperson",11-15 years,Social Sciences - Law,open_access,opendataday,"advocacy, blogging, fudraising",friend
59180060,submitted,7/11/16 13:47,Nigeria,Nigeria,female,bachelors,"graduate-professional student, lawyer",0-1 years,Social Sciences - Law,open_education,openeducationweek,"advocacy, comms, socialmedia, events, volunteers","websearch, friend"
65815961,submitted,7/11/16 13:47,Nigeria,Nigeria,male,"bachelors, masters, other professional","phd candidate, researcher",1-5 years,Social Sciences - Other social sciences,open_access,"openaccessweek, opendataday","advocacy, comms, community, volunteers, research",poster
52298370,submitted,7/11/16 13:49,Bangladesh,Bangladesh,male,masters,"nonprofit, lawyer",6-10 years,Social Sciences - Law,open_government,opendataday,"advocacy, blogging, community, socialmedia, fudraising, events","websearch, facebook"
57586817,submitted,7/11/16 13:49,Pakistan,Pakistan,female,bachelors,graduate-professonal student,0-1 years,Natural Sciences - Physical sciences,open_research,none,"other, 'research techniques",friend
54129375,submitted,7/11/16 13:49,Uganda,Uganda,female,none,"undergraduate student, businessperson",0-1 years,Natural Sciences - Mathematics,open_research,openaccessweek,research,friend
52723713,submitted,7/11/16 13:50,Nigeria,Nigeria,male,"bachelors, other professional","graduate-professional student, businessperson",0-1 years,Social Sciences - Economics and business,open_research,none,"community, events",friend
87648667,submitted,7/11/16 13:51,Nigeria,Nigeria,male,masters,"phd candidate, educator, researcher",1-5 years,None of these describe my field of study,open_science,"openaccessweek, openeducationweek","advocacy, research",friend
81835190,submitted,7/11/16 13:52,Gambia,Gambia,male,other certification,government,1-5 years,Medicine/Health Sciences - Other medical sciences,open_education,openeducationweek,"community, volunteers, research",friend
27551606,submitted,7/11/16 13:53,Albania,Albania,female,phd,"educator, lawyer",11-15 years,Social Sciences - Law,open_government,none,"advocacy, research",facebook
93276908,submitted,7/11/16 13:53,Nigeria,Nigeria,male,bachelors,other,0-1 years,Medicine/Health Sciences - Health sciences,open_research,"openaccessweek, openeducationweek, opendataday","blogging, comms, community, socialmedia, fudraising, volunteers, research","facebook, friend"
48202693,submitted,7/11/16 13:54,Burundi,Burundi,male,"bachelors, masters","undergraduate student, graduate-professional student",1-5 years,Social Sciences - Psychology,open_education,openeducationweek,"advocacy, community, volunteers","websearch, twitter, friend, organization"
82804002,submitted,7/11/16 13:54,Kenya,Kenya,male,none,"undergraduate student, businessperson",0-1 years,Natural Sciences - Computer and information sciences,open_access,"openaccessweek, openeducationweek","comms, community, socialmedia, fudraising, research",mailinglist
99140562,submitted,7/11/16 13:55,Uzbekistan,Uzbekistan,male,other certification,"undergraduate student, nonprofit, journalist",1-5 years,Social Sciences - Media and communications,open_education,"openeducationweek, opendataday","advocacy, blogging, comms, community, socialmedia, volunteers, graphics, video","websearch, facebook, mailinglist"
58529250,submitted,7/11/16 13:56,India,India,male,"bachelors, masters, other postgraduate","educator, researcher, nonprofit",16+ years,Medicine/Health Sciences - Health sciences,open_access,openaccessweek,"advocacy, blogging, comms, community, socialmedia, volunteers, research","websearch, mailinglist"
89520141,submitted,7/11/16 13:56,Uganda,Uganda,male,none,undergraduate student,0-1 years,Natural Sciences - Computer and information sciences,open_education,openeducationweek,"community, volunteers","facebook, organization"
82665138,submitted,7/11/16 13:56,Nigeria,Nigeria,male,bachelors,graduate-professonal student,1-5 years,Natural Sciences - Chemical sciences,open_science,openeducationweek,socialmedia,websearch
87653114,submitted,7/11/16 13:56,Nigeria,Nigeria,male,masters,phd candidate,1-5 years,Natural Sciences - Biological sciences,open_research,none,events,friend
83281620,submitted,7/11/16 13:56,Nigeria,Nigeria,male,none,undergraduate student,0-1 years,Natural Sciences - Earth and related environmental sciences,open_research,opendataday,"blogging, comms",friend
41972818,submitted,7/11/16 13:58,Nigeria,Nigeria,female,bachelors,other,11-15 years,Social Sciences - Other social sciences,open_education,openeducationweek,comms,facebook
29652618,submitted,7/11/16 13:59,Togo,Gabon,male,masters,developer,1-5 years,Engineering/Technology - Other engineering and technologies,open_source,openeducationweek,"blogging, software",facebook
56772146,submitted,7/11/16 13:59,Nigeria,Nigeria,male,"bachelors, masters",phd candidate,1-5 years,Natural Sciences - Biological sciences,open_science,"openaccessweek, openeducationweek, opendataday","community, other, 'Software design mockups",friend
54000916,submitted,7/11/16 13:59,Kenya,Kenya,male,bachelors,"graduate-professional student, librarian",1-5 years,"Humanities - Art (arts, history of arts, performing arts, music)",open_access,openaccessweek,research,friend
13956417,submitted,7/11/16 14:00,Gambia,Gambia,male,bachelors,educator,1-5 years,Natural Sciences - Computer and information sciences,open_education,none,"community, fudraising, volunteers, software","friend, organization"
32493327,submitted,7/11/16 14:00,India,Germany,male,masters,"phd candidate, researcher, government",1-5 years,Agricultural Sciences - Other agricultural sciences,open_science,"openaccessweek, openeducationweek","comms, community, socialmedia, fudraising, events, volunteers, video, other, 'Democratic Leadership, Public speaking,","facebook, friend"
33788711,submitted,7/11/16 14:00,Nigeria,Nigeria,male,bachelors,"graduate-professional student, businessperson",0-1 years,Natural Sciences - Biological sciences,open_education,"openaccessweek, openeducationweek, opendataday","community, events, volunteers, graphics","websearch, friend"
90083362,submitted,7/11/16 14:01,India,United States of America,female,masters,phd candidate,0-1 years,Natural Sciences - Earth and related environmental sciences,open_access,"openaccessweek, openeducationweek","comms, socialmedia, fudraising, events, volunteers, video, research, software","websearch, mailinglist, friend"
12718035,submitted,7/11/16 14:01,Nigeria,Ghana,male,other certification,"undergraduate student, nonprofit",1-5 years,Social Sciences - Economics and business,open_education,none,"advocacy, comms, community, socialmedia, events, volunteers, graphics, research",friend
91981537,submitted,7/11/16 14:02,Ghana,Ghana,male,masters,phd candidate,1-5 years,None of these describe my field of study,open_science,none,"blogging, socialmedia, volunteers, research",friend
62247544,submitted,7/11/16 14:02,Nigeria,Nigeria,male,other certification,"undergraduate student, researcher, businessperson",0-1 years,Natural Sciences - Earth and related environmental sciences,open_education,openeducationweek,"blogging, comms, community, volunteers, research, software",friend
92837551,submitted,7/11/16 14:03,Nigeria,Nigeria,male,none,undergraduate student,0-1 years,Engineering/Technology - Other engineering and technologies,open_access,none,research,friend
93429998,submitted,7/11/16 14:03,Zimbabwe,Zimbabwe,male,bachelors,nonprofit,1-5 years,Social Sciences - Other social sciences,open_access,"openaccessweek, openeducationweek, opendataday","advocacy, community, socialmedia, fudraising, research",friend
13458001,submitted,7/11/16 14:04,Philippines,Philippines,female,masters,"phd candidate, educator, researcher",6-10 years,Social Sciences - Other social sciences,open_research,"openaccessweek, openeducationweek, opendataday","advocacy, comms, community, events, volunteers, research","facebook, friend"
81964043,submitted,7/11/16 14:04,Rwanda,Rwanda,female,bachelors,graduate-professonal student,1-5 years,Agricultural Sciences - Animal and dairy science,open_education,openeducationweek,"blogging, community, socialmedia, volunteers","twitter, facebook, blogpost, mailinglist, organization"
54614417,submitted,7/11/16 14:04,Ghana,Ghana,male,other certification,undergraduate student,0-1 years,Social Sciences - Political Science,open_government,openeducationweek,advocacy,friend
32454968,submitted,7/11/16 14:04,Pakistan,Pakistan,female,bachelors,graduate-professonal student,0-1 years,Social Sciences - Political Science,open_education,openeducationweek,"socialmedia, fudraising, volunteers",friend
55182334,submitted,7/11/16 14:06,Nigeria,Nigeria,female,"bachelors, other professional","graduate-professional student, researcher, nonprofit",1-5 years,Medicine/Health Sciences - Health sciences,open_science,"openaccessweek, opendataday","advocacy, comms, community, socialmedia, events, volunteers, other, 'Mentoring Skills",friend
83301061,submitted,7/11/16 14:07,Nigeria,Nigeria,male,bachelors,government,11-15 years,Social Sciences - Political Science,open_education,none,"advocacy, blogging, comms, community, socialmedia, fudraising, events, volunteers",websearch
13361810,submitted,7/11/16 14:07,Malawi,Malawi,male,"bachelors, masters","educator, librarian",6-10 years,Natural Sciences - Computer and information sciences,open_research,"openaccessweek, opendataday","advocacy, blogging, socialmedia, research","websearch, mailinglist"
47130973,submitted,7/11/16 14:08,Slovenia,Slovenia,male,bachelors,librarian,1-5 years,Natural Sciences - Computer and information sciences,open_access,openaccessweek,"graphics, video, research","mailinglist, organization"
12338874,submitted,7/11/16 14:08,Sudan,Sudan,female,none,undergraduate student,0-1 years,Medicine/Health Sciences - Basic medicine,open_education,"openaccessweek, openeducationweek",research,friend
24665020,submitted,7/11/16 14:09,Brazil,United Kingdom,male,"bachelors, masters","nonprofit, developer",6-10 years,Engineering/Technology - Other engineering and technologies,open_research,opendataday,"events, volunteers, software","friend, organization"
66637136,submitted,7/11/16 14:10,Burkina Faso,Burkina Faso,male,phd,"postdoc, educator, researcher",1-5 years,Engineering/Technology - Environmental biotechnology,open_research,"openaccessweek, opendataday","graphics, research",friend
41376014,submitted,7/11/16 14:10,Liberia,Liberia,male,masters,"educator, researcher",1-5 years,Humanities - Languages and literature,open_education,"openaccessweek, openeducationweek","advocacy, community",friend
90167545,submitted,7/11/16 14:11,Morocco,Morocco,female,"bachelors, professional","phd candidate, researcher, government",6-10 years,Engineering/Technology - Civil engineering,open_science,none,"comms, socialmedia, fudraising, volunteers, research",friend
18111776,submitted,7/11/16 14:11,Ghana,Netherlands,female,"bachelors, masters","phd candidate, researcher",1-5 years,Social Sciences - Economics and business,open_research,opendataday,"community, events, volunteers",friend
28105773,submitted,7/11/16 14:12,Cameroon,Cameroon,female,"bachelors, professional",journalist,6-10 years,Social Sciences - Media and communications,open_government,"openeducationweek, opendataday","advocacy, blogging, comms, community, socialmedia, volunteers",friend
75796609,submitted,7/11/16 14:14,United Kingdom,United Kingdom,female,"bachelors, masters, professional",librarian,16+ years,Natural Sciences - Computer and information sciences,open_access,openaccessweek,"advocacy, comms, events, research, other, 'Publishing",friend
60111604,submitted,7/11/16 14:14,Nigeria,Nigeria,female,other degree,medical professional,6-10 years,Medicine/Health Sciences - Clinical medicine,open_education,openeducationweek,"advocacy, community, events, research",friend
